id,text
457,EU backs second biosimilar copy of Humira
458,EU backs second biosimilar copy of Humira
459,EU backs second biosimilar copy of Humira
460,EU backs second biosimilar copy of Humira
461,EU backs second biosimilar copy of Humira
462,EU backs second biosimilar copy of Humira
463,EU backs second biosimilar copy of Humira
464,EU backs second biosimilar copy of Humira
465,EU backs second biosimilar copy of Humira
466,EU backs second biosimilar copy of Humira
467,EU backs second biosimilar copy of Humira
468,EU backs second biosimilar copy of Humira
469,EU backs second biosimilar copy of Humira
470,EU backs second biosimilar copy of Humira
471,EU backs second biosimilar copy of Humira
472,EU backs second biosimilar copy of Humira
473,EU backs second biosimilar copy of Humira
474,EU backs second biosimilar copy of Humira
475,EU backs second biosimilar copy of Humira
476,EU backs second biosimilar copy of Humira
477,EU backs second biosimilar copy of Humira
478,EU backs second biosimilar copy of Humira
479,Biogen’s IMRALDI®
480,Biogen’s IMRALDI®
481,Biogen’s IMRALDI®
482,Biogen’s IMRALDI®
483,Biogen’s IMRALDI®
484,Biogen’s IMRALDI®
485,#Biology Biogen’s IMRALDI®
486,London News Search (EU backs second biosimilar copy of Humira
487,Biogen’s IMRALDI®
488,EU backs second biosimilar copy of Humira
489,Samsung Electronics : Makes Big Play in Drug Market With Cheaper Version of Blockbuster Humira  https://t.co/x5lSWjFecH
490,CHMP recommends approval for #Imraldi (#SB5)
491,Humira Patents Invalidated In Inter Partes Reviews https://t.co/Edb3xJuWXH By @MorganLewisLaw
492,Humira Patents Invalidated In Inter Partes Reviews https://t.co/eGAsUvyLz0 By @MorganLewisLaw
493,Gotta take my #humira today <f0><U+009F><U+0099><U+0084><f0><U+009F><U+0099><U+0084><f0><U+009F><U+0099><U+0084> #crohnsproblems
494,Opinions on choosing Cosentyx OR Humira (possibly with MTX in a blind study) 
495,#Biosimilars Boehringer Ingelheims adalimumab biosimilar equivalent to Humira: Germanybased biologicals specialist… https://t.co/rFYvlnWEoB
496,@matthewstoller @RotoGut Shot of Humira or Stelara? $1200. 2 oz bottle of CBDs? $20. Ask me which is more effective… https://t.co/JJrzeIybYL
497,RT @rafeeq_rm: Prof Levine- Adalimumab can be used as mono therapy in #IBD  #DIAMOND trial #BSG2017 https://t.co/lTekp7nUQH
498,@EenyuWolf yeah my friend just had her MediCal reject her humira prescription because of BS changes despite the fac… https://t.co/lg3dtSH7qj
499,my vasculitis is coming back but I didn't even do my humira yet so whAT IS IT FROM
500,Forgot to take my Humira injection today. Ugh!
501,Kickstart your day with a good video! <U+26A1><U+FE0F>Doing my Humira Pre-filled Syringe Shot
502,$GRFS Launches Therapeutic Drug Monitoring Testing Services for Biologic Drugs Infliximab
503,Intravenous or subcutaneous infusion of drugs such as infliximab
504,"#Proverbs17:22 ""A Merry #Heart<f0><U+009F><U+0092><U+0096>does Good like a [#Good] Medicine: but a broken spirit  dries the bones."" "
505,#humira is no fucking joke son! If you're on it
506,Biosimilars: Novel Therapy Options to Adalimumab and Etanercept Active Ingredients https://t.co/sfUfxseaMO
507,Maybe Congress doesn't care about American's healthcare bc pharma ads make diseases look sexy &amp; moderately wealthy https://t.co/nd5AhvUPVo
508,@TheBloggess Is your injection Humira? I'm on that for Crohn's and I worry about TB all the time!! Worth it for not… https://t.co/WrWJWvCZ81
509,Why aren't we attacking the drug companies and what they charge???? Humira is like buying gold! Crazy!
510,Hi! I'm supposed to start Humira today. For the past 2 years the only thing that has given me any relief is... https://t.co/VEM3yvWsz8
511,RT @rafeeq_rm: Prof Levine- Adalimumab can be used as mono therapy in #IBD  #DIAMOND trial #BSG2017 https://t.co/lTekp7nUQH
512,The Effects of Pregnancy on the Pharmacokinetics of Infliximab and Adalimumab in Inflammatory Bowel Disease
513,BI 695501 Versus Humira in Patients With Active Crohn's Disease: a Trial Comparing… https://t.co/pLMsuEQTc4 #allergies #healthnews #research
514,Brazilian plant to make Humira biosimilar in 'tobacco-based bioreactors' https://t.co/qUgJvqHLdL via @BioPharmaReport
515,Starting Humira injections in a few weeks...definitely shouldn't have googled the side affects they all lead to getting cancer or dying <f0><U+009F><U+0099><U+0084>
516,RT @HealioRheum: Inhibition of radiographic progression was found to be independent of disease activity for adalimumab in PsA https://t.co/…
517,Inhibition of radiographic progression was found to be independent of disease activity for adalimumab in PsA… https://t.co/0SdhfbZJlH
518,Inhibition of radiographic progression was found to be independent of disease activity for adalimumab in PsA… https://t.co/ATpP5gAd34
519,Dr prescribe me with Humira for my RA and now I'm freaking out cuz of the side effects... hate this shit
520,NO ONE is talking about the #FDA<f0><U+009F><U+0090><U+0080>#CancerCausing Drugs YOU are taking on or off a #HealthPlan! (https://t.co/EkUliTmXbT). People #STANDUP!<f0><U+009F><U+0092><U+00AA><f0><U+009F><U+008F><U+00BF><f0><U+009F><U+008C><U+009F>
521,RT @AnnemarieVtW: Brazilian plant to make #Humira #biosimilar in 'tobacco-based bioreactors' #biosimilars https://t.co/zMZ9XXMqec
522,@ChristopherHine in all honesty
523,#opthalmology Inhibition of radiographic progression independent of disease activity for adalimumab in PsA: MADRID… https://t.co/6iGk92XoF6
524,#arthritis news: Inhibition of radiographic progression independent of disease activity for adalimumab in PsA https://t.co/OhkqIYMfOP
525,#rheumatic news: Inhibition of radiographic progression independent of disease activity for adalimumab in PsA https://t.co/hPHwzdpbnL
526,Brazilian plant to make #Humira biosimilar in '#tobacco -based #bioreactors' https://t.co/cj92ve1kDe via… https://t.co/5ftmycQatC
527,@hobbledchick Humira did zero for me but for last yr &amp; half Remicade once a month and 20mg of Mtx weekly has made a… https://t.co/rRglO3zo3N
528,to safely and securely dispose of my old humira auto-injector pens when I get them. That's some prime bullshit right thur.
529,PTAB Invalidates Second and Third AbbVie Patents on Humira Dosing
530,PTAB Invalidates Second and Third AbbVie Patents on Humira Dosing
531,Inhibition of radiographic progression independent of disease activity for adalimumab in PsA #Arthritis https://t.co/EdBLGuJ0QJ
532,RT @AnnemarieVtW: Brazilian plant to make #Humira #biosimilar in 'tobacco-based bioreactors' #biosimilars https://t.co/zMZ9XXMqec
533,RT @AnnemarieVtW: Brazilian plant to make #Humira #biosimilar in 'tobacco-based bioreactors' #biosimilars https://t.co/zMZ9XXMqec
534,Inhibition of radiographic progression independent of disease activity for adalimumab in PsA #InternalMedicine https://t.co/pFPO0tOZ1H
535,Inhibition of radiographic progression independent of disease activity for adalimumab in PsA #Rheumatology https://t.co/zc0Di7yQgh
536,RT @sgmavila: Efficacy and safety of tofacitinib monotherapy
537,Efficacy and safety of tofacitinib monotherapy
538,#Infliximab and #adalimumab drug levels in #crohnsdisease: contrasting associations with disease activity  https://t.co/cY4D19dAoF
539,Prof Levine- Adalimumab can be used as mono therapy in #IBD  #DIAMOND trial #BSG2017 https://t.co/lTekp7nUQH
540,@SalBrinton @NRAS_UK Swapped my humira for 8 weekly infusions in hospital.  Miss the convienience but not the inten… https://t.co/6cLXTY4CQy
541,@aedv_es @tandfnewsroom Correlation: trough serum levels of #Adalimumab &amp; absolute PASI score series pts #psoriasis… https://t.co/XPYh1B8CaB
542,@LEOPharmaUKIE @GetYourSkinOut Humira cured me of both psoriasis and psoriasis arthritis expensive and for life and you have to inject
543,Mania induced by adalimumab in a patient with ankylosing spondylitis. https://t.co/0y7KSjyy79 #Psychiatry | https://t.co/Gioo5NwGt2
544,Brazilian plant to make #Humira #biosimilar in 'tobacco-based bioreactors' #biosimilars https://t.co/zMZ9XXMqec
545,I get the reason why Humira have weapons (specifically guns) in Eyeshield 21. It's a reference to quarterbacks nicknamed gunslingers.
546,#GMO news: Brazilian plant to make Humira biosimilar in 'tobaccobased bioreactors' https://t.co/QWLB5Tg4CB
547,RT @emiliomonteb: Effect of adalimumab on the work-related outcomes scores in patients with early #RheumatoidArthritis receiving MTX https:…
548,@Jeano467 Sorry just saw this
549,Brazilian plant to make #Humira biosimilar in 'tobacco-based #bioreactors' https://t.co/FzMJLnZ1g0 via @BioPharmaReport
550,RT @Rheumatoidnews: EMA Accepts Humira and Remicade Biosimilars for Regulatory Review https://t.co/fqEGqZvMP1 https://t.co/yY60NUYCKk
551,Brazilian plant to make Humira biosimilar in 'tobacco-based bioreactors' https://t.co/mxmtEAopZZ
552,it's Humira day! <f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+0091>
553,Why a Trip to #Target is Sth I’m Celebrating w My Son - #humira passes thru placenta: https://t.co/LRqXLIrV1Z (by… https://t.co/KeSGMjRmT8
554,#Biosimilars Brazilian plant to make Humira biosimilar in 'tobaccobased bioreactors': A tobacco plantbased platform… https://t.co/TYEFeLDthe
555,#antibodies Brazilian plant to make Humira biosimilar in 'tobaccobased bioreactors': A tobacco plantbased platform… https://t.co/AjDvQPvahz
556,Brooke Holmberg scores the game winner in this #Humira spot https://t.co/HqgyBkAfts
557,theyre thinking they might need to get me on humira which is in the Stab Yourself class of meds
558,Brazilian plant to make Humira biosimilar in 'tobacco-based bioreactors' https://t.co/ISa9jL2KZ0 via @BioPharmaReport
559,Brazilian plant to make Humira biosimilar in 'tobacco-based bioreactors' https://t.co/NTCTeMa5mX via @BioPharmaReport
560,RT @neeth_sa: Axis to make Humira #biosimilar in tobacco plant-based bioreactors https://t.co/rQcOnfIk4S
561,Brazilian plant to make Humira #biosimilar in 'tobacco-based bioreactors' https://t.co/oBEAbNsiRO via @BioPharmaReport
562,@BexPearson16 Ah good luck getting biologics! I just started Humira 2 weeks ago
563,Axis Biotec has announced plans to develop #biosimilar adalimumab via a tobacco-plant based platform. https://t.co/8G54Ruj6Eo
564,RT @neeth_sa: Axis to make Humira #biosimilar in tobacco plant-based bioreactors https://t.co/rQcOnfIk4S
565,RT @neeth_sa: Axis to make Humira #biosimilar in tobacco plant-based bioreactors https://t.co/rQcOnfIk4S
566,RT @Krishanmohan89: @Petrosn4 @AnnaRoseWelch Most probably
567,@ByScottPowers I'm curious what med he was on. My guess is something like Humira if they wanted regular blood tests.
568,@Drbisco I'd have to think it's one of those funky biologics like Humira or something.
569,@Clarecool13 Hey
570,@Petrosn4 @AnnaRoseWelch Most probably
571,RT @Petrosn4: The CHMP is set to recommend EU  approval of another adalimumab #biosimilar this week
572,RT @neeth_sa: Axis to make Humira #biosimilar in tobacco plant-based bioreactors https://t.co/rQcOnfIk4S
573,RT @neeth_sa: Axis to make Humira #biosimilar in tobacco plant-based bioreactors https://t.co/rQcOnfIk4S
574,@devereauxp My gi is very big at pushing Humira for some reason. They have me on weekly injections with talk of bum… https://t.co/a2DqOJ6ACr
575,"@devereauxp I guess they're trying the ""top down"" route because of how bad symptoms started. I've tried to move to… https://t.co/cVLM0cOkA1"
576,Axis to make Humira #biosimilar in tobacco plant-based bioreactors https://t.co/rQcOnfIk4S
577,AbbVie's ex-U.S. Humira sales are on the precipice. But no need to panic
578,Reduced CLEC9A expression in synovial tissue of psoriatic arthritis patients after adalimumab therapy. https://t.co/pC2hyVu9IV
579,RT @Petrosn4: The CHMP is set to recommend EU  approval of another adalimumab #biosimilar this week
580,RT @Petrosn4: The CHMP is set to recommend EU  approval of another adalimumab #biosimilar this week
581,New2Trip: Multi-biomarker score measuring disease activity in rheumatoid arthritis patients tapering adalimumab or … https://t.co/fftOCGm3Pm
582,Effect of adalimumab on the work-related outcomes scores in patients with early #RheumatoidArthritis receiving MTX https://t.co/oD2F9m4Ljp
583,The CHMP is set to recommend EU  approval of another adalimumab #biosimilar this week
584,#Humira patients - what's your best advice here for Clare? https://t.co/18vbeTqjt8
585,Going for a week abroad
586,I would be curious to know what med Hossa had to take for his allergy. If I had to guess
587,Had 2nd #Humira injection &amp; for 1st time in 10 yrs I'm 9 days &amp; counting without #Prednisone. To say I'm shocked would be an understatement
588,@melissa_850 I was always just on Asacol
589,@SmiLeyBeLLeLove But it cleared up my skin almost immediately. I don't know how bad your case is
590,@devereauxp But gi started me on Humira right away. The other meds they tried were through the surgeon trying to control it in waiting time.
591,@SethDavisHoops @rexchapman I have Crohn's but instead of trying Humira I was pacified with at one time fentanyl pa… https://t.co/K7ncB6YxL3
592,@SmiLeyBeLLeLove It is no fun... got some relief from tea tree oil
593,Well did all the yard work yesterday before this rain came down and man in a new world of pain but today is Humira…… https://t.co/geogoIynLF
594,In the @abbvie company presentation
595,Tofacitinib monotherapy
596,do you have moderate to severe plaque psoriasis??? try humira TODAY
597,@KamalaHarris My son with Crohn's Disease needs expensive ostomy supplies and $4300/Humira to live. He won't be abl… https://t.co/f8JchQcVpb
598,#orthopedics news: Perdue Kidd &amp; Vickery Wins First Humira Trial Abbott Laboratories To Pay $2.24 Million https://t.co/PIcqKkWmhD
599,@melissa_850 At what point did they start you on Humira? Right away? Or after other medications didn't work? #justcurious
600,@Cranky_Bones Humira. Kills my immune system
601,Similar pharmacokinetics
602,Efficacy and safety results of phase iii study fkb327
603,Efficacy and safety results of a phase iii study comparing fkb327 #adalimumab #biosimilar with ref product in #RA https://t.co/11dVoZtKsl
604,@bessbell i'm a humira gal. also in remission
605,RT @AnnemarieVtW: Usability and safety of SB5 #adalimumab #biosimilar pre-filled syringe/ pre-filled pen in rheumatoid arthritis https://t.…
606,RT @AnnemarieVtW: switching patterns between etanercept
607,RT @AnnemarieVtW: Impact #adalimumab vs #biosimilar serum concentration on efficacy &amp; association ANTI-DRUG antibodies serum conc: SB5 http…
608,@alicenmary @erichmcelroy @IvankaTrump The VA has problems but w/o them
609,Impact #adalimumab vs #biosimilar serum concentration on efficacy &amp; association ANTI-DRUG antibodies serum conc: SB5 https://t.co/rMc9KGxAQs
610,RT @eblais2: Adalimumab Biosimilar Demonstrates Non-Inferiority For Efficacy and Safety https://t.co/h0zPehNPOq
611,RT @KateO_R: “If approved
612,RT @KateO_R: “If approved
613,Continued effectiveness #biosimilar #adalimumab after stoppage initial treatment in patients ankylosing spondylitis https://t.co/C9U2Qzd05T
614,Abp 501 #biosmilar to #adalimumab: final safety
615,Real-life safety profile of #biosimilar #adalimumab in patients with inflammatory arthritic conditions https://t.co/YfxIetB7uQ
616,switching patterns between etanercept
617,Usability and safety of SB5 #adalimumab #biosimilar pre-filled syringe/ pre-filled pen in rheumatoid arthritis https://t.co/KGhQSLy6Dy
618,Similar efficacy
619,Random.double-blind global clin.trial to evaluate equivalence CHS-1420 to #adalimumab psoriasis/ psoriatic arthritis https://t.co/O20DlscSkE
620,Ok. Anyone take Humira injections? Anyone on Leflunomide (Arava)? Thats my new medication regimine my... https://t.co/4vZJP7rvOA
621,New2Trip: Adalimumab (Humira) - treatment of active moderate to severe hidradenitis suppurativa (HS) (acne inversa) https://t.co/wbZyFdcKRw
622,Reduced CLEC9A expression in synovial tissue of psoriatic arthritis patients after adalimumab therapy. https://t.co/wlIXpJADbq
623,@bessbell On the humira train. $850/mo
624,PTAB Invalidates Second and Third AbbVie Patents on Humira Dosing
625,Ohh fuck I forgot to grab the humira <f0><U+009F><U+0098><U+0090>
626,RT @biosimilars101: Both @Sandoz_Global &amp; Fujifilm Kyowa Kirin Biologics's #Humira biosimilars have been accepted for EMA review https://t.…
627,@RealJohnGII @CloudN9neSyrup Man
628,@bessbell Everything you said and HEY REMICADE IS A FUCKING MIRACLE AND HUMIRA ISN'T HALF BAD EITHER
629,RT @exlibris: Narrowly avoided ER today. I delayed my Humira injections 2 days to fight off an infection. If I can't get my shots. I die. #…
630,RT @IBDMD: Mo1765 Adalimumab superior at post-op #Crohn's prevention compared to azathioprine and compared to mesalamine. #DDW17 https://t.…
631,@bessbell I'm glad Remicade is working for you. <f0><U+009F><U+0099><U+008F> I was on it for 3 months but my body metabolized it too fast. On Humira now. <f0><U+009F><U+0098><U+0095>
632,Boehringer Ingelheim Announces Interim Results on Adalimumab Biosimilar Candidate BI695501 https://t.co/hLbLoteEd9
633,Adalimumab Biosimilar Demonstrates Non-Inferiority For Efficacy and Safety https://t.co/h0zPehNPOq
634,being on Humira &amp; taking way too long to heal from any injury or anything else is getting way too old<f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD>
635,My sharps container. My mom has been giving me my Humira injections but I finally started self administering :) I b… https://t.co/sOYRb2AcV5
636,RT @exlibris: Narrowly avoided ER today. I delayed my Humira injections 2 days to fight off an infection. If I can't get my shots. I die. #…
637,#Tofacitinib monotherapy
638,@sixhips Yes that is huge. I'm hoping for the best
639,RT @exlibris: Narrowly avoided ER today. I delayed my Humira injections 2 days to fight off an infection. If I can't get my shots. I die. #…
640,RT @exlibris: Narrowly avoided ER today. I delayed my Humira injections 2 days to fight off an infection. If I can't get my shots. I die. #…
641,Narrowly avoided ER today. I delayed my Humira injections 2 days to fight off an infection. If I can't get my shots. I die. #HoldTheFloor
642,@kenzieibd the humira hangover tho <f0><U+009F><U+0098><U+00B4>
643,Intravenous or subcutaneous infusion of drugs such as infliximab
644,humira shot sucked more than usual today
645,@robndea @benwikler Thank you and God bless! She takes Humira and will be having a bowel resection in August!
646,@VeganOstomy @Empoweringpts9 @kenzieibd In the U.K. They took the citrate out of humira which is what makes it burn… https://t.co/NtNifsLTeV
647,@mckee_heathir @benwikler Wishing her the best. My nephew has been at death's door with this a few times - but has… https://t.co/XA1o1DqMLk
648,@VeganOstomy @kenzieibd <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082> Can you imagine slathering your limb in emla cream? Haha I know ppl use it before waxing… https://t.co/qJIx9THFor
649,@VeganOstomy @kenzieibd I've heard many people suggest that to parents that are scared to give shots to the kids. I… https://t.co/xbw3LN6fbA
650,@IBDentity I went from Humira to Entyvio. Had very little relapse because Humira was working
651,PTAB Invalidates Second and Third AbbVie Patents on Humira Dosing
652,Humira shows its staying power https://t.co/rQYZfWicIj $PFE $ABBV
653,Humira shows its staying power | BioPharma Dive https://t.co/FdoKWIZeC2
654,@abbvie when is the non-stinging Humira coming to the US? I'm sick of the injections feeling like the wrath of 1
655,Or really any biologics.  I have tried humira and Enbrel so far without much progress
656,@bren123b Not suitable for some
657,#Humira shows its staying power https://t.co/19qha5lvxZ via @BioPharmaDive
658,@kenzieibd @OPBMed Humira might be my next treament option
659,"@newtgingrich @dcexaminer Enforce ""15 United States Code Chapter 1"" and prices collapse "
660,RT @biosimilars101: Both @Sandoz_Global &amp; Fujifilm Kyowa Kirin Biologics's #Humira biosimilars have been accepted for EMA review https://t.…
661,Both @Sandoz_Global &amp; Fujifilm Kyowa Kirin Biologics's #Humira biosimilars have been accepted for EMA review https://t.co/qIg3OH2Ggg
662,"@Comm4Prosperity Enforce ""15 United States Code Chapter 1"" and prices collapse"
